catalogNumber,split,is_negative,num_instances,image_path,label_path
30342,train,False,12,data\yolo_dataset\images\train\30342.jpg,data\yolo_dataset\labels\train\30342.txt
3996,train,False,33,data\yolo_dataset\images\train\3996.jpg,data\yolo_dataset\labels\train\3996.txt
52033,train,False,17,data\yolo_dataset\images\train\52033.jpg,data\yolo_dataset\labels\train\52033.txt
32683,train,False,28,data\yolo_dataset\images\train\32683.jpg,data\yolo_dataset\labels\train\32683.txt
11135,train,False,17,data\yolo_dataset\images\train\11135.jpg,data\yolo_dataset\labels\train\11135.txt
13828,train,False,25,data\yolo_dataset\images\train\13828.jpg,data\yolo_dataset\labels\train\13828.txt
16774,train,False,18,data\yolo_dataset\images\train\16774.jpg,data\yolo_dataset\labels\train\16774.txt
5730,train,False,26,data\yolo_dataset\images\train\5730.jpg,data\yolo_dataset\labels\train\5730.txt
23847,train,False,24,data\yolo_dataset\images\train\23847.jpg,data\yolo_dataset\labels\train\23847.txt
47531,train,False,23,data\yolo_dataset\images\train\47531.jpg,data\yolo_dataset\labels\train\47531.txt
58218,train,False,16,data\yolo_dataset\images\train\58218.jpg,data\yolo_dataset\labels\train\58218.txt
23842,train,False,16,data\yolo_dataset\images\train\23842.jpg,data\yolo_dataset\labels\train\23842.txt
19398,train,False,6,data\yolo_dataset\images\train\19398.jpg,data\yolo_dataset\labels\train\19398.txt
57401,train,False,22,data\yolo_dataset\images\train\57401.jpg,data\yolo_dataset\labels\train\57401.txt
DUKE10121442,train,False,1,data\yolo_dataset\images\train\DUKE10121442.jpg,data\yolo_dataset\labels\train\DUKE10121442.txt
AUA000006079,train,False,2,data\yolo_dataset\images\train\AUA000006079.jpg,data\yolo_dataset\labels\train\AUA000006079.txt
AUA000006255,train,False,2,data\yolo_dataset\images\train\AUA000006255.jpg,data\yolo_dataset\labels\train\AUA000006255.txt
AUA000006182,train,False,2,data\yolo_dataset\images\train\AUA000006182.jpg,data\yolo_dataset\labels\train\AUA000006182.txt
AUA000006023,train,False,2,data\yolo_dataset\images\train\AUA000006023.jpg,data\yolo_dataset\labels\train\AUA000006023.txt
AUA000006052,train,False,2,data\yolo_dataset\images\train\AUA000006052.jpg,data\yolo_dataset\labels\train\AUA000006052.txt
AUA000006253,train,False,2,data\yolo_dataset\images\train\AUA000006253.jpg,data\yolo_dataset\labels\train\AUA000006253.txt
AUA000006014,train,False,3,data\yolo_dataset\images\train\AUA000006014.jpg,data\yolo_dataset\labels\train\AUA000006014.txt
AUA000006263,train,False,3,data\yolo_dataset\images\train\AUA000006263.jpg,data\yolo_dataset\labels\train\AUA000006263.txt
AUA000006175,train,False,3,data\yolo_dataset\images\train\AUA000006175.jpg,data\yolo_dataset\labels\train\AUA000006175.txt
AUA000006262,train,False,2,data\yolo_dataset\images\train\AUA000006262.jpg,data\yolo_dataset\labels\train\AUA000006262.txt
AUA000006184,train,False,2,data\yolo_dataset\images\train\AUA000006184.jpg,data\yolo_dataset\labels\train\AUA000006184.txt
AUA000006176,train,False,3,data\yolo_dataset\images\train\AUA000006176.jpg,data\yolo_dataset\labels\train\AUA000006176.txt
AUA000006259,train,False,2,data\yolo_dataset\images\train\AUA000006259.jpg,data\yolo_dataset\labels\train\AUA000006259.txt
AUA000006082,train,False,2,data\yolo_dataset\images\train\AUA000006082.jpg,data\yolo_dataset\labels\train\AUA000006082.txt
AUA000006181,train,False,2,data\yolo_dataset\images\train\AUA000006181.jpg,data\yolo_dataset\labels\train\AUA000006181.txt
AUA000006174,train,False,2,data\yolo_dataset\images\train\AUA000006174.jpg,data\yolo_dataset\labels\train\AUA000006174.txt
AUA000006254,train,False,2,data\yolo_dataset\images\train\AUA000006254.jpg,data\yolo_dataset\labels\train\AUA000006254.txt
AUA000006093,train,False,2,data\yolo_dataset\images\train\AUA000006093.jpg,data\yolo_dataset\labels\train\AUA000006093.txt
AUA000006177,train,False,2,data\yolo_dataset\images\train\AUA000006177.jpg,data\yolo_dataset\labels\train\AUA000006177.txt
AUA000006261,train,False,2,data\yolo_dataset\images\train\AUA000006261.jpg,data\yolo_dataset\labels\train\AUA000006261.txt
AUA000006062,train,False,2,data\yolo_dataset\images\train\AUA000006062.jpg,data\yolo_dataset\labels\train\AUA000006062.txt
AUA000006180,train,False,2,data\yolo_dataset\images\train\AUA000006180.jpg,data\yolo_dataset\labels\train\AUA000006180.txt
AUA000006264,train,False,2,data\yolo_dataset\images\train\AUA000006264.jpg,data\yolo_dataset\labels\train\AUA000006264.txt
AUA000006257,train,False,2,data\yolo_dataset\images\train\AUA000006257.jpg,data\yolo_dataset\labels\train\AUA000006257.txt
AUA000006042,train,False,3,data\yolo_dataset\images\train\AUA000006042.jpg,data\yolo_dataset\labels\train\AUA000006042.txt
AUA000006084,train,False,3,data\yolo_dataset\images\train\AUA000006084.jpg,data\yolo_dataset\labels\train\AUA000006084.txt
K002565190,train,False,13,data\yolo_dataset\images\train\K002565190.jpg,data\yolo_dataset\labels\train\K002565190.txt
K002565184,train,False,20,data\yolo_dataset\images\train\K002565184.jpg,data\yolo_dataset\labels\train\K002565184.txt
K002565175,train,False,7,data\yolo_dataset\images\train\K002565175.jpg,data\yolo_dataset\labels\train\K002565175.txt
K002565187,train,False,18,data\yolo_dataset\images\train\K002565187.jpg,data\yolo_dataset\labels\train\K002565187.txt
K002565188,train,False,12,data\yolo_dataset\images\train\K002565188.jpg,data\yolo_dataset\labels\train\K002565188.txt
K002565183,train,False,16,data\yolo_dataset\images\train\K002565183.jpg,data\yolo_dataset\labels\train\K002565183.txt
ASC00043485,train,False,1,data\yolo_dataset\images\train\ASC00043485.jpg,data\yolo_dataset\labels\train\ASC00043485.txt
31234100268844,train,False,33,data\yolo_dataset\images\train\31234100268844.jpg,data\yolo_dataset\labels\train\31234100268844.txt
31234100269065,train,False,39,data\yolo_dataset\images\train\31234100269065.jpg,data\yolo_dataset\labels\train\31234100269065.txt
31234100313657,train,False,35,data\yolo_dataset\images\train\31234100313657.jpg,data\yolo_dataset\labels\train\31234100313657.txt
31234100431236,train,False,23,data\yolo_dataset\images\train\31234100431236.jpg,data\yolo_dataset\labels\train\31234100431236.txt
31234100268711,train,False,38,data\yolo_dataset\images\train\31234100268711.jpg,data\yolo_dataset\labels\train\31234100268711.txt
31234100268737,train,False,52,data\yolo_dataset\images\train\31234100268737.jpg,data\yolo_dataset\labels\train\31234100268737.txt
31234100268836,train,False,47,data\yolo_dataset\images\train\31234100268836.jpg,data\yolo_dataset\labels\train\31234100268836.txt
238444,train,False,43,data\yolo_dataset\images\train\238444.jpg,data\yolo_dataset\labels\train\238444.txt
353425,train,False,14,data\yolo_dataset\images\train\353425.jpg,data\yolo_dataset\labels\train\353425.txt
177948,train,False,27,data\yolo_dataset\images\train\177948.jpg,data\yolo_dataset\labels\train\177948.txt
178000,train,False,27,data\yolo_dataset\images\train\178000.jpg,data\yolo_dataset\labels\train\178000.txt
131390,train,False,26,data\yolo_dataset\images\train\131390.jpg,data\yolo_dataset\labels\train\131390.txt
183187,train,False,22,data\yolo_dataset\images\train\183187.jpg,data\yolo_dataset\labels\train\183187.txt
342795,train,False,6,data\yolo_dataset\images\train\342795.jpg,data\yolo_dataset\labels\train\342795.txt
335048,train,False,8,data\yolo_dataset\images\train\335048.jpg,data\yolo_dataset\labels\train\335048.txt
246704,train,False,25,data\yolo_dataset\images\train\246704.jpg,data\yolo_dataset\labels\train\246704.txt
201298,train,False,23,data\yolo_dataset\images\train\201298.jpg,data\yolo_dataset\labels\train\201298.txt
L.3657984,train,False,19,data\yolo_dataset\images\train\L.3657984.jpg,data\yolo_dataset\labels\train\L.3657984.txt
WAG.1484997,train,False,35,data\yolo_dataset\images\train\WAG.1484997.jpg,data\yolo_dataset\labels\train\WAG.1484997.txt
L.3657985,train,False,21,data\yolo_dataset\images\train\L.3657985.jpg,data\yolo_dataset\labels\train\L.3657985.txt
L.3657988,train,False,20,data\yolo_dataset\images\train\L.3657988.jpg,data\yolo_dataset\labels\train\L.3657988.txt
L.3657987,train,False,13,data\yolo_dataset\images\train\L.3657987.jpg,data\yolo_dataset\labels\train\L.3657987.txt
U.1143053,train,False,19,data\yolo_dataset\images\train\U.1143053.jpg,data\yolo_dataset\labels\train\U.1143053.txt
U.1143057,train,False,22,data\yolo_dataset\images\train\U.1143057.jpg,data\yolo_dataset\labels\train\U.1143057.txt
CMC00017204,train,False,11,data\yolo_dataset\images\train\CMC00017204.jpg,data\yolo_dataset\labels\train\CMC00017204.txt
LSUS002434,train,False,32,data\yolo_dataset\images\train\LSUS002434.jpg,data\yolo_dataset\labels\train\LSUS002434.txt
LSUS008384,train,False,26,data\yolo_dataset\images\train\LSUS008384.jpg,data\yolo_dataset\labels\train\LSUS008384.txt
LSUS008386,train,False,25,data\yolo_dataset\images\train\LSUS008386.jpg,data\yolo_dataset\labels\train\LSUS008386.txt
LSUS008389,train,False,26,data\yolo_dataset\images\train\LSUS008389.jpg,data\yolo_dataset\labels\train\LSUS008389.txt
LFCC-0013686,train,False,27,data\yolo_dataset\images\train\LFCC-0013686.jpg,data\yolo_dataset\labels\train\LFCC-0013686.txt
LFCC-0006183,train,False,2,data\yolo_dataset\images\train\LFCC-0006183.jpg,data\yolo_dataset\labels\train\LFCC-0006183.txt
LFCC-0013841,train,False,25,data\yolo_dataset\images\train\LFCC-0013841.jpg,data\yolo_dataset\labels\train\LFCC-0013841.txt
BALT0036096,train,False,1,data\yolo_dataset\images\train\BALT0036096.jpg,data\yolo_dataset\labels\train\BALT0036096.txt
BALT0036097,train,False,2,data\yolo_dataset\images\train\BALT0036097.jpg,data\yolo_dataset\labels\train\BALT0036097.txt
BALT0036092,train,False,2,data\yolo_dataset\images\train\BALT0036092.jpg,data\yolo_dataset\labels\train\BALT0036092.txt
BALT0036091,train,False,6,data\yolo_dataset\images\train\BALT0036091.jpg,data\yolo_dataset\labels\train\BALT0036091.txt
BALT0036098,train,False,2,data\yolo_dataset\images\train\BALT0036098.jpg,data\yolo_dataset\labels\train\BALT0036098.txt
BALT0036095,train,False,2,data\yolo_dataset\images\train\BALT0036095.jpg,data\yolo_dataset\labels\train\BALT0036095.txt
NHA-563548,train,False,16,data\yolo_dataset\images\train\NHA-563548.jpg,data\yolo_dataset\labels\train\NHA-563548.txt
NHA-563550,train,False,19,data\yolo_dataset\images\train\NHA-563550.jpg,data\yolo_dataset\labels\train\NHA-563550.txt
KESC10833,train,False,25,data\yolo_dataset\images\train\KESC10833.jpg,data\yolo_dataset\labels\train\KESC10833.txt
DES00013904,train,False,29,data\yolo_dataset\images\train\DES00013904.jpg,data\yolo_dataset\labels\train\DES00013904.txt
34268,train,False,21,data\yolo_dataset\images\train\34268.jpg,data\yolo_dataset\labels\train\34268.txt
CSCN-V-0012136,train,False,2,data\yolo_dataset\images\train\CSCN-V-0012136.jpg,data\yolo_dataset\labels\train\CSCN-V-0012136.txt
BAYLU034320,train,False,1,data\yolo_dataset\images\train\BAYLU034320.jpg,data\yolo_dataset\labels\train\BAYLU034320.txt
GA269877,train,False,2,data\yolo_dataset\images\train\GA269877.jpg,data\yolo_dataset\labels\train\GA269877.txt
340657,train,False,40,data\yolo_dataset\images\train\340657.jpg,data\yolo_dataset\labels\train\340657.txt
CHRB0026279,train,False,1,data\yolo_dataset\images\train\CHRB0026279.jpg,data\yolo_dataset\labels\train\CHRB0026279.txt
CHRB0026278,train,False,2,data\yolo_dataset\images\train\CHRB0026278.jpg,data\yolo_dataset\labels\train\CHRB0026278.txt
CHRB0026274,train,False,2,data\yolo_dataset\images\train\CHRB0026274.jpg,data\yolo_dataset\labels\train\CHRB0026274.txt
WCUH0005815,train,False,16,data\yolo_dataset\images\train\WCUH0005815.jpg,data\yolo_dataset\labels\train\WCUH0005815.txt
WCUH0005616,train,False,16,data\yolo_dataset\images\train\WCUH0005616.jpg,data\yolo_dataset\labels\train\WCUH0005616.txt
WCUH0005602,train,False,28,data\yolo_dataset\images\train\WCUH0005602.jpg,data\yolo_dataset\labels\train\WCUH0005602.txt
USMS_000024066,train,False,17,data\yolo_dataset\images\train\USMS_000024066.jpg,data\yolo_dataset\labels\train\USMS_000024066.txt
USMS_000007726,train,False,2,data\yolo_dataset\images\train\USMS_000007726.jpg,data\yolo_dataset\labels\train\USMS_000007726.txt
USMS_000007728,train,False,2,data\yolo_dataset\images\train\USMS_000007728.jpg,data\yolo_dataset\labels\train\USMS_000007728.txt
USMS_000007762,train,False,2,data\yolo_dataset\images\train\USMS_000007762.jpg,data\yolo_dataset\labels\train\USMS_000007762.txt
IND-0156559,train,False,27,data\yolo_dataset\images\train\IND-0156559.jpg,data\yolo_dataset\labels\train\IND-0156559.txt
IND-0137729,train,False,29,data\yolo_dataset\images\train\IND-0137729.jpg,data\yolo_dataset\labels\train\IND-0137729.txt
IND-0137725,train,False,26,data\yolo_dataset\images\train\IND-0137725.jpg,data\yolo_dataset\labels\train\IND-0137725.txt
IND-0137727,train,False,29,data\yolo_dataset\images\train\IND-0137727.jpg,data\yolo_dataset\labels\train\IND-0137727.txt
OBI152856,train,False,17,data\yolo_dataset\images\train\OBI152856.jpg,data\yolo_dataset\labels\train\OBI152856.txt
408189,train,False,30,data\yolo_dataset\images\train\408189.jpg,data\yolo_dataset\labels\train\408189.txt
3588279,train,False,19,data\yolo_dataset\images\train\3588279.jpg,data\yolo_dataset\labels\train\3588279.txt
PH00249815,train,False,6,data\yolo_dataset\images\train\PH00249815.jpg,data\yolo_dataset\labels\train\PH00249815.txt
PH00249822,train,False,2,data\yolo_dataset\images\train\PH00249822.jpg,data\yolo_dataset\labels\train\PH00249822.txt
PH00184522,train,False,27,data\yolo_dataset\images\train\PH00184522.jpg,data\yolo_dataset\labels\train\PH00184522.txt
PH00249825,train,False,6,data\yolo_dataset\images\train\PH00249825.jpg,data\yolo_dataset\labels\train\PH00249825.txt
UNM0017788,train,False,10,data\yolo_dataset\images\train\UNM0017788.jpg,data\yolo_dataset\labels\train\UNM0017788.txt
KHD00029054,train,False,15,data\yolo_dataset\images\train\KHD00029054.jpg,data\yolo_dataset\labels\train\KHD00029054.txt
TTC010615,train,False,2,data\yolo_dataset\images\train\TTC010615.jpg,data\yolo_dataset\labels\train\TTC010615.txt
NMC036677,train,False,38,data\yolo_dataset\images\train\NMC036677.jpg,data\yolo_dataset\labels\train\NMC036677.txt
BCH002728,train,False,13,data\yolo_dataset\images\train\BCH002728.jpg,data\yolo_dataset\labels\train\BCH002728.txt
BCH002573,train,False,10,data\yolo_dataset\images\train\BCH002573.jpg,data\yolo_dataset\labels\train\BCH002573.txt
BCH002655,train,False,20,data\yolo_dataset\images\train\BCH002655.jpg,data\yolo_dataset\labels\train\BCH002655.txt
BCH000107,train,False,22,data\yolo_dataset\images\train\BCH000107.jpg,data\yolo_dataset\labels\train\BCH000107.txt
BCH002818,train,False,21,data\yolo_dataset\images\train\BCH002818.jpg,data\yolo_dataset\labels\train\BCH002818.txt
BCH000108,train,False,40,data\yolo_dataset\images\train\BCH000108.jpg,data\yolo_dataset\labels\train\BCH000108.txt
TENN-V-0244864,train,False,18,data\yolo_dataset\images\train\TENN-V-0244864.jpg,data\yolo_dataset\labels\train\TENN-V-0244864.txt
TENN-V-0255732,train,False,3,data\yolo_dataset\images\train\TENN-V-0255732.jpg,data\yolo_dataset\labels\train\TENN-V-0255732.txt
TENN-V-0236285,train,False,2,data\yolo_dataset\images\train\TENN-V-0236285.jpg,data\yolo_dataset\labels\train\TENN-V-0236285.txt
000331814,train,False,25,data\yolo_dataset\images\train\000331814.jpg,data\yolo_dataset\labels\train\000331814.txt
MOAR0026630,train,False,1,data\yolo_dataset\images\train\MOAR0026630.jpg,data\yolo_dataset\labels\train\MOAR0026630.txt
MOAR0025524,train,False,8,data\yolo_dataset\images\train\MOAR0025524.jpg,data\yolo_dataset\labels\train\MOAR0025524.txt
MOAR0000572,train,False,2,data\yolo_dataset\images\train\MOAR0000572.jpg,data\yolo_dataset\labels\train\MOAR0000572.txt
ERSK0002436,train,False,2,data\yolo_dataset\images\train\ERSK0002436.jpg,data\yolo_dataset\labels\train\ERSK0002436.txt
NBYC020185,train,False,2,data\yolo_dataset\images\train\NBYC020185.jpg,data\yolo_dataset\labels\train\NBYC020185.txt
ETSU012729,train,False,2,data\yolo_dataset\images\train\ETSU012729.jpg,data\yolo_dataset\labels\train\ETSU012729.txt
ETSU012747,train,False,2,data\yolo_dataset\images\train\ETSU012747.jpg,data\yolo_dataset\labels\train\ETSU012747.txt
ETSU007114,train,False,2,data\yolo_dataset\images\train\ETSU007114.jpg,data\yolo_dataset\labels\train\ETSU007114.txt
ETSU005473,train,False,3,data\yolo_dataset\images\train\ETSU005473.jpg,data\yolo_dataset\labels\train\ETSU005473.txt
ETSU012732,train,False,2,data\yolo_dataset\images\train\ETSU012732.jpg,data\yolo_dataset\labels\train\ETSU012732.txt
ETSU012733,train,False,3,data\yolo_dataset\images\train\ETSU012733.jpg,data\yolo_dataset\labels\train\ETSU012733.txt
ETSU009478,train,False,2,data\yolo_dataset\images\train\ETSU009478.jpg,data\yolo_dataset\labels\train\ETSU009478.txt
ETSU012723,train,False,16,data\yolo_dataset\images\train\ETSU012723.jpg,data\yolo_dataset\labels\train\ETSU012723.txt
ETSU005592,train,False,2,data\yolo_dataset\images\train\ETSU005592.jpg,data\yolo_dataset\labels\train\ETSU005592.txt
ETSU012748,train,False,37,data\yolo_dataset\images\train\ETSU012748.jpg,data\yolo_dataset\labels\train\ETSU012748.txt
ETSU012730,train,False,2,data\yolo_dataset\images\train\ETSU012730.jpg,data\yolo_dataset\labels\train\ETSU012730.txt
ETSU012726,train,False,4,data\yolo_dataset\images\train\ETSU012726.jpg,data\yolo_dataset\labels\train\ETSU012726.txt
ETSU012724,train,False,3,data\yolo_dataset\images\train\ETSU012724.jpg,data\yolo_dataset\labels\train\ETSU012724.txt
ETSU034193,train,False,2,data\yolo_dataset\images\train\ETSU034193.jpg,data\yolo_dataset\labels\train\ETSU034193.txt
ETSU034192,train,False,3,data\yolo_dataset\images\train\ETSU034192.jpg,data\yolo_dataset\labels\train\ETSU034192.txt
ETSU012746,train,False,2,data\yolo_dataset\images\train\ETSU012746.jpg,data\yolo_dataset\labels\train\ETSU012746.txt
US_3697265,train,False,35,data\yolo_dataset\images\train\US_3697265.jpg,data\yolo_dataset\labels\train\US_3697265.txt
US_3697234,train,False,1,data\yolo_dataset\images\train\US_3697234.jpg,data\yolo_dataset\labels\train\US_3697234.txt
CAU00001781,train,False,16,data\yolo_dataset\images\train\CAU00001781.jpg,data\yolo_dataset\labels\train\CAU00001781.txt
MMNS036404,train,False,8,data\yolo_dataset\images\train\MMNS036404.jpg,data\yolo_dataset\labels\train\MMNS036404.txt
HTTU003648,train,False,2,data\yolo_dataset\images\train\HTTU003648.jpg,data\yolo_dataset\labels\train\HTTU003648.txt
WVA-V-0079044,train,False,20,data\yolo_dataset\images\train\WVA-V-0079044.jpg,data\yolo_dataset\labels\train\WVA-V-0079044.txt
WVA-V-0079055,train,False,2,data\yolo_dataset\images\train\WVA-V-0079055.jpg,data\yolo_dataset\labels\train\WVA-V-0079055.txt
WVA-V-0079060,train,False,12,data\yolo_dataset\images\train\WVA-V-0079060.jpg,data\yolo_dataset\labels\train\WVA-V-0079060.txt
WVA-V-0079068,train,False,2,data\yolo_dataset\images\train\WVA-V-0079068.jpg,data\yolo_dataset\labels\train\WVA-V-0079068.txt
WVA-V-0079072,train,False,9,data\yolo_dataset\images\train\WVA-V-0079072.jpg,data\yolo_dataset\labels\train\WVA-V-0079072.txt
WVA-V-0079134,train,False,2,data\yolo_dataset\images\train\WVA-V-0079134.jpg,data\yolo_dataset\labels\train\WVA-V-0079134.txt
WVA-V-0079076,train,False,1,data\yolo_dataset\images\train\WVA-V-0079076.jpg,data\yolo_dataset\labels\train\WVA-V-0079076.txt
WVA-V-0079143,train,False,2,data\yolo_dataset\images\train\WVA-V-0079143.jpg,data\yolo_dataset\labels\train\WVA-V-0079143.txt
WVA-V-0079056,train,False,13,data\yolo_dataset\images\train\WVA-V-0079056.jpg,data\yolo_dataset\labels\train\WVA-V-0079056.txt
WVA-V-0079077,train,False,22,data\yolo_dataset\images\train\WVA-V-0079077.jpg,data\yolo_dataset\labels\train\WVA-V-0079077.txt
WVA-V-0079050,train,False,2,data\yolo_dataset\images\train\WVA-V-0079050.jpg,data\yolo_dataset\labels\train\WVA-V-0079050.txt
WVA-V-0079046,train,False,2,data\yolo_dataset\images\train\WVA-V-0079046.jpg,data\yolo_dataset\labels\train\WVA-V-0079046.txt
WVA-V-0079075,train,False,27,data\yolo_dataset\images\train\WVA-V-0079075.jpg,data\yolo_dataset\labels\train\WVA-V-0079075.txt
WVA-V-0079070,train,False,13,data\yolo_dataset\images\train\WVA-V-0079070.jpg,data\yolo_dataset\labels\train\WVA-V-0079070.txt
SBAC00731,train,False,2,data\yolo_dataset\images\train\SBAC00731.jpg,data\yolo_dataset\labels\train\SBAC00731.txt
31234100268869,train,False,35,data\yolo_dataset\images\train\31234100268869.jpg,data\yolo_dataset\labels\train\31234100268869.txt
31234100268851,train,False,46,data\yolo_dataset\images\train\31234100268851.jpg,data\yolo_dataset\labels\train\31234100268851.txt
31234100269040,train,False,42,data\yolo_dataset\images\train\31234100269040.jpg,data\yolo_dataset\labels\train\31234100269040.txt
31234100269057,train,False,43,data\yolo_dataset\images\train\31234100269057.jpg,data\yolo_dataset\labels\train\31234100269057.txt
31234100268950,train,False,45,data\yolo_dataset\images\train\31234100268950.jpg,data\yolo_dataset\labels\train\31234100268950.txt
31234100269271,train,False,44,data\yolo_dataset\images\train\31234100269271.jpg,data\yolo_dataset\labels\train\31234100269271.txt
31234100268687,train,False,42,data\yolo_dataset\images\train\31234100268687.jpg,data\yolo_dataset\labels\train\31234100268687.txt
31234100269164,train,False,56,data\yolo_dataset\images\train\31234100269164.jpg,data\yolo_dataset\labels\train\31234100269164.txt
31234100269024,train,False,44,data\yolo_dataset\images\train\31234100269024.jpg,data\yolo_dataset\labels\train\31234100269024.txt
31234100268976,train,False,37,data\yolo_dataset\images\train\31234100268976.jpg,data\yolo_dataset\labels\train\31234100268976.txt
31234100269032,train,False,43,data\yolo_dataset\images\train\31234100269032.jpg,data\yolo_dataset\labels\train\31234100269032.txt
31234100268877,train,False,44,data\yolo_dataset\images\train\31234100268877.jpg,data\yolo_dataset\labels\train\31234100268877.txt
31234100073269,train,False,45,data\yolo_dataset\images\train\31234100073269.jpg,data\yolo_dataset\labels\train\31234100073269.txt
31234100269198,train,False,41,data\yolo_dataset\images\train\31234100269198.jpg,data\yolo_dataset\labels\train\31234100269198.txt
31234100268620,train,False,40,data\yolo_dataset\images\train\31234100268620.jpg,data\yolo_dataset\labels\train\31234100268620.txt
MISSA005238,train,False,14,data\yolo_dataset\images\train\MISSA005238.jpg,data\yolo_dataset\labels\train\MISSA005238.txt
MISSA005236,train,False,12,data\yolo_dataset\images\train\MISSA005236.jpg,data\yolo_dataset\labels\train\MISSA005236.txt
JMUH0004585,train,False,21,data\yolo_dataset\images\train\JMUH0004585.jpg,data\yolo_dataset\labels\train\JMUH0004585.txt
BRYV0270416,train,False,31,data\yolo_dataset\images\train\BRYV0270416.jpg,data\yolo_dataset\labels\train\BRYV0270416.txt
BRYV0270399,train,False,11,data\yolo_dataset\images\train\BRYV0270399.jpg,data\yolo_dataset\labels\train\BRYV0270399.txt
BRYV0270393,train,False,25,data\yolo_dataset\images\train\BRYV0270393.jpg,data\yolo_dataset\labels\train\BRYV0270393.txt
BRYV0270392,train,False,17,data\yolo_dataset\images\train\BRYV0270392.jpg,data\yolo_dataset\labels\train\BRYV0270392.txt
BRYV0270417,train,False,39,data\yolo_dataset\images\train\BRYV0270417.jpg,data\yolo_dataset\labels\train\BRYV0270417.txt
BRYV0270398,train,False,13,data\yolo_dataset\images\train\BRYV0270398.jpg,data\yolo_dataset\labels\train\BRYV0270398.txt
LYN-0005435,train,False,3,data\yolo_dataset\images\train\LYN-0005435.jpg,data\yolo_dataset\labels\train\LYN-0005435.txt
CHSC072351,train,False,8,data\yolo_dataset\images\train\CHSC072351.jpg,data\yolo_dataset\labels\train\CHSC072351.txt
NCZP00000198,train,False,32,data\yolo_dataset\images\train\NCZP00000198.jpg,data\yolo_dataset\labels\train\NCZP00000198.txt
NCZP00000199,train,False,31,data\yolo_dataset\images\train\NCZP00000199.jpg,data\yolo_dataset\labels\train\NCZP00000199.txt
UCHT039664,train,False,3,data\yolo_dataset\images\train\UCHT039664.jpg,data\yolo_dataset\labels\train\UCHT039664.txt
CCUH0005358,train,False,1,data\yolo_dataset\images\train\CCUH0005358.jpg,data\yolo_dataset\labels\train\CCUH0005358.txt
WVW003014,train,False,12,data\yolo_dataset\images\train\WVW003014.jpg,data\yolo_dataset\labels\train\WVW003014.txt
UAM026524,train,False,8,data\yolo_dataset\images\train\UAM026524.jpg,data\yolo_dataset\labels\train\UAM026524.txt
NCU00089451,train,False,22,data\yolo_dataset\images\train\NCU00089451.jpg,data\yolo_dataset\labels\train\NCU00089451.txt
NCSC00103536,train,False,14,data\yolo_dataset\images\train\NCSC00103536.jpg,data\yolo_dataset\labels\train\NCSC00103536.txt
MISS0069047,train,False,12,data\yolo_dataset\images\train\MISS0069047.jpg,data\yolo_dataset\labels\train\MISS0069047.txt
neg_sheet_LSU00083068_00,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00083068_00.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00083068_00.txt
neg_sheet_LSU00216634_01,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00216634_01.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00216634_01.txt
neg_sheet_LSU00083069_02,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00083069_02.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00083069_02.txt
neg_sheet_LSU00223874_03,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00223874_03.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00223874_03.txt
neg_sheet_LSU00217047_04,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00217047_04.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00217047_04.txt
neg_sheet_LSU00117615_05,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00117615_05.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00117615_05.txt
neg_sheet_NLU0061144_06,train,True,0,data\yolo_dataset\images\train\neg_sheet_NLU0061144_06.jpg,data\yolo_dataset\labels\train\neg_sheet_NLU0061144_06.txt
neg_sheet_LSU00183753_07,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00183753_07.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00183753_07.txt
neg_sheet_LSU00216344_08,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00216344_08.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00216344_08.txt
neg_sheet_LSU00217732_09,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00217732_09.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00217732_09.txt
neg_sheet_LSU00054239_10,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00054239_10.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00054239_10.txt
neg_sheet_LSU00117614_11,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00117614_11.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00117614_11.txt
neg_sheet_LSU00028800_12,train,True,0,data\yolo_dataset\images\train\neg_sheet_LSU00028800_12.jpg,data\yolo_dataset\labels\train\neg_sheet_LSU00028800_12.txt
